Weather_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
446,Kyabe,TD,9.4515,18.9449,78.93,16,100,5.82,overcast clouds
447,Ardon,RU,43.17,44.29,31.19,79,24,2.53,few clouds
448,Balkhash,KZ,46.844,74.9804,14.45,97,100,4.99,overcast clouds
449,Kangaba,ML,11.9333,-8.4167,73.58,14,4,5.39,clear sky
450,Ketchikan,US,55.3422,-131.6461,48.18,87,100,5.75,overcast clouds
451,Carutapera,BR,-1.195,-46.02,76.51,93,100,6.29,light rain
452,Saint-Pierre,RE,-21.3393,55.4781,78.48,78,0,14.97,clear sky
453,Lansdale,US,40.2415,-75.2838,31.53,78,100,6.91,overcast clouds
454,Barra Patuca,HN,15.8,-84.2833,76.62,80,12,6.82,few clouds
455,Mpika,ZM,-11.8343,31.4529,61.79,99,100,1.48,light rain
456,Ancud,CL,-41.8697,-73.8203,71.22,79,12,2.86,few clouds
457,Vila Velha,BR,-20.3297,-40.2925,75.15,97,100,6.91,overcast clouds
458,Barcelos,PT,41.5388,-8.6151,53.74,87,26,7.09,light rain
459,La Rioja,ES,42.25,-2.5,43.32,75,100,6.6,overcast clouds
460,Pacific Grove,US,36.6177,-121.9166,85.57,69,0,7.0,clear sky
461,Lamar,US,33.6668,-95.5836,60.53,23,0,9.22,clear sky
462,Inta,RU,66.0317,60.1659,0.79,90,97,4.79,overcast clouds
463,Carballo,ES,43.213,-8.691,49.87,90,49,7.76,scattered clouds
464,Killin,US,33.6123,-91.7412,53.69,27,0,9.22,clear sky
465,Nokaneng,BW,-19.6667,22.2667,68.88,78,13,4.25,few clouds
466,Nome,US,64.5011,-165.4064,-5.73,59,0,0.0,clear sky
467,Nieves,PH,15.3274,120.9485,79.16,73,70,3.24,broken clouds
468,Uyemskiy,RU,64.4743,40.8524,14.05,85,100,8.95,snow
469,Myre,NO,69.1036,15.9492,30.15,62,60,16.82,light snow
470,Zaykovo,RU,57.5613,62.7568,3.4,100,97,4.27,overcast clouds
471,Thaton,MM,16.9206,97.3714,65.68,45,75,3.65,broken clouds
472,Dondo,MZ,-19.6094,34.7431,78.31,92,21,1.41,few clouds
